cdr_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,call_type,call_status,cell_tower_id,location_id,direction,source_system
CDR0000030,PH001191,PH007146,05-05-2022 02:13,0,SMS,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0000031,PH009969,PH004683,12-02-2024 05:39,1412,Data,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0000032,PH005114,PH003394,01-03-2020 06:28,917,Data,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000033,PH001532,PH009557,07-11-2021 21:15,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0000034,PH007423,PH002927,21-08-2021 20:01,0,SMS,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_A
CDR0000035,PH004906,PH002928,19-02-2025 04:04,1514,Data,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_A
CDR0000036,PH001481,PH009547,15-02-2025 04:07,0,Missed,Missed,T002,LOC_HADAPSAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000037,PH001006,PH005380,02-08-2024 08:08,357,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000038,PH004605,PH003066,30-04-2026 18:50,190,Data,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_A
CDR0000039,PH005101,PH005871,19-11-2023 23:03,0,Voice,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_A
CDR0000040,PH009691,PH004645,29-08-2019 15:44,381,Voice,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_B
CDR0000041,PH003622,PH001066,07-03-2021 19:43,0,Voice,Rejected,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000042,PH009198,PH005790,29-04-2023 05:55,0,SMS,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0000043,PH002901,PH004359,22-07-2025 00:30,0,SMS,Failed,T009,LOC_PIMPRI,Outgoing,SYNTH_LEGACY_CDR
CDR0000044,PH001239,PH008342,27-03-2025 02:33,0,SMS,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_A
CDR0000045,PH007325,PH000636,26-12-2019 04:04,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0000046,PH003188,PH009281,22-12-2024 00:27,721,Voice,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_A
CDR0000047,PH007524,PH001945,19-05-2019 11:09,0,Voice,Failed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000048,PH007824,PH003204,17-11-2020 11:11,0,SMS,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0000049,PH009127,PH004814,30-11-2019 22:57,0,SMS,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0000050,PH007732,PH002102,31-08-2019 01:11,0,Missed,Missed,T007,LOC_BANER,Outgoing,SYNTH_LEGACY_CDR
CDR0000051,PH009499,PH009720,07-02-2022 07:24,0,Voice,Rejected,T007,LOC_BANER,Outgoing,SYNTH_CDR_A
CDR0000052,PH006151,PH001455,29-05-2023 03:54,0,SMS,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0000053,PH003692,PH000817,27-09-2020 18:19,318,Voice,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_TELECOM_CDR
CDR0000054,PH002966,PH003309,22-01-2026 10:47,0,SMS,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000055,PH005140,PH006451,14-11-2020 20:56,0,SMS,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_LEGACY_CDR
CDR0000056,PH001856,PH003062,06-05-2025 11:26,0,Missed,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_B
CDR0000057,PH007409,PH003249,30-09-2025 15:05,0,Missed,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_A
CDR0000058,PH006066,PH004265,11-12-2025 22:56,0,Voice,Rejected,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000059,PH000485,PH006693,08-03-2022 17:34,0,Voice,Rejected,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0000060,PH000648,PH005389,27-03-2024 16:23,0,Voice,Failed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_B
CDR0000061,PH001132,PH009981,03-02-2024 12:55,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_LEGACY_CDR
CDR0000062,PH005148,PH005664,05-08-2024 01:30,0,Voice,Missed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0000063,PH008430,PH007137,03-03-2020 04:06,0,Voice,Missed,T002,LOC_HADAPSAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000064,PH005869,PH000902,29-01-2019 01:42,1337,Data,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0000065,PH002554,PH005896,14-04-2019 22:36,554,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_LEGACY_CDR
CDR0000066,PH001959,PH001206,28-02-2022 21:14,286,Voice,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_B
CDR0000067,PH003316,PH009273,10-03-2025 11:29,365,Voice,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0000068,PH001032,PH001379,06-11-2019 19:16,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_A
CDR0000069,PH005313,PH001236,08-06-2025 01:50,0,Voice,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0000070,PH008084,PH009158,01-08-2019 23:28,0,SMS,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_A
CDR0000071,PH001855,PH000560,14-04-2025 14:21,0,Voice,Rejected,T009,LOC_PIMPRI,Outgoing,SYNTH_TELECOM_CDR
CDR0000072,PH000648,PH006553,04-10-2022 01:02,0,Voice,Failed,T006,LOC_AUNDH,Outgoing,SYNTH_TELECOM_CDR
CDR0000073,PH009516,PH008679,10-12-2024 01:30,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0000074,PH006697,PH001256,20-11-2025 08:06,0,Voice,Failed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_LEGACY_CDR
CDR0000075,PH002560,PH009996,14-07-2024 13:15,0,SMS,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0000076,PH005897,PH000188,14-05-2022 03:46,0,Voice,Rejected,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_B
CDR0000077,PH008567,PH000235,01-01-2020 14:40,0,Missed,Missed,T007,LOC_BANER,Outgoing,SYNTH_CDR_B
CDR0000078,PH004049,PH006866,16-07-2019 16:26,0,Voice,Rejected,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_B
CDR0000079,PH008888,PH002276,18-05-2026 04:25,183,Voice,Answered,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000080,PH007744,PH000756,13-10-2020 01:57,0,Voice,Rejected,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_A
CDR0000081,PH004327,PH009121,03-11-2023 17:07,0,Voice,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_B
CDR0000082,PH007639,PH001267,16-03-2024 02:18,0,Voice,Failed,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0000083,PH000417,PH003932,01-11-2021 23:20,809,Voice,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0000084,PH003617,PH007516,29-10-2021 08:59,667,Voice,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0000085,PH007248,PH009847,03-04-2022 12:54,0,SMS,Failed,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0000086,PH009271,PH000064,26-05-2019 13:12,0,Voice,Failed,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0000087,PH006734,PH000796,30-07-2023 14:50,0,Voice,Failed,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_A
CDR0000088,PH009695,PH005931,13-03-2026 02:19,568,Voice,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_B
CDR0000089,PH002890,PH006494,07-04-2019 13:57,862,Voice,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0000090,PH007483,PH009423,01-12-2019 03:10,963,Data,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0000091,PH006713,PH001999,19-11-2021 16:16,671,Voice,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_A
CDR0000092,PH000272,PH000566,19-02-2021 23:44,0,Voice,Failed,T008,LOC_WAKAD,Outgoing,SYNTH_LEGACY_CDR
CDR0000093,PH005764,PH002078,30-03-2026 02:54,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_TELECOM_CDR
CDR0000094,PH003609,PH005726,05-07-2019 01:27,0,Voice,Rejected,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0000095,PH007155,PH001061,14-02-2020 09:34,0,Missed,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0000096,PH008278,PH003064,16-01-2021 09:15,282,Voice,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0000097,PH009353,PH008607,03-08-2019 05:43,0,Missed,Missed,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0000098,PH009659,PH000958,01-02-2019 10:50,0,Voice,Failed,T001,LOC_KOTHRUD,Outgoing,SYNTH_TELECOM_CDR
CDR0000099,PH007639,PH006339,23-04-2022 11:41,0,Voice,Failed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_A
CDR0000100,PH008277,PH008111,13-03-2019 08:30,0,Voice,Missed,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0000101,PH007042,PH003358,12-10-2020 10:36,0,Voice,Failed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000102,PH008833,PH004670,04-03-2020 17:17,806,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0000103,PH008162,PH001598,25-01-2019 05:53,0,SMS,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000104,PH004673,PH003488,09-12-2020 22:55,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000105,PH001900,PH005499,13-04-2025 20:10,0,SMS,Answered,T016,LOC_BHOSARI,Outgoing,SYNTH_LEGACY_CDR
CDR0000106,PH001311,PH005437,17-02-2019 11:57,846,Voice,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_TELECOM_CDR
CDR0000107,PH002744,PH005356,01-08-2020 10:37,197,Voice,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0000108,PH007872,PH004353,05-09-2025 09:53,301,Voice,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0000109,PH008779,PH004088,06-11-2020 18:00,222,Voice,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_LEGACY_CDR
CDR0000110,PH004671,PH007411,02-11-2025 13:42,0,SMS,Failed,T001,LOC_KOTHRUD,Outgoing,SYNTH_TELECOM_CDR
CDR0000111,PH000410,PH009818,09-01-2025 06:12,0,SMS,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0000112,PH001576,PH005929,23-06-2026 18:38,203,Data,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0000113,PH002301,PH002989,11-10-2020 23:50,0,Voice,Missed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000114,PH001538,PH004539,19-08-2019 23:15,0,Voice,Failed,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0000115,PH001441,PH000052,25-06-2020 19:32,0,Voice,Failed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0000116,PH009597,PH002942,16-05-2019 21:22,60,Voice,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0000117,PH005950,PH007486,08-05-2026 04:25,0,Missed,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0000118,PH001663,PH001430,08-01-2020 14:18,1197,Data,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0000119,PH004384,PH007119,03-10-2025 21:07,0,Voice,Failed,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0000120,PH006138,PH003291,23-02-2022 00:34,462,Data,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000121,PH008180,PH008261,04-12-2021 21:26,925,Data,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000122,PH003838,PH002417,05-11-2025 04:31,0,Voice,Rejected,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0000123,PH009134,PH009878,14-08-2025 02:40,0,Voice,Failed,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000124,PH006304,PH009061,08-02-2025 00:28,0,Voice,Rejected,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_B
CDR0000125,PH003568,PH009004,14-08-2020 07:47,0,SMS,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_B
CDR0000126,PH009961,PH007959,23-08-2022 04:44,0,Voice,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_A
CDR0000127,PH002970,PH000273,20-12-2019 03:10,0,Voice,Missed,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0000128,PH008759,PH007395,29-04-2024 04:11,0,Missed,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_B
CDR0000129,PH003187,PH008593,02-02-2021 06:17,1321,Data,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0000130,PH009511,PH000128,07-10-2023 21:03,0,SMS,Answered,T007,LOC_BANER,Outgoing,SYNTH_CDR_A
CDR0000131,PH006614,PH005897,31-08-2020 08:13,355,Voice,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0000132,PH001611,PH007392,31-10-2019 17:44,0,Voice,Rejected,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_B
CDR0000133,PH008610,PH007271,04-04-2019 10:20,0,Voice,Failed,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0000134,PH009777,PH000077,12-09-2021 11:57,1619,Data,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_A
CDR0000135,PH000568,PH002960,27-03-2019 11:14,0,Voice,Rejected,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0000136,PH000445,PH002248,18-07-2022 00:06,175,Voice,Answered,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_B
CDR0000137,PH001994,PH003561,20-08-2020 08:39,0,Missed,Missed,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0000138,PH001489,PH001135,18-11-2023 11:07,0,Voice,Failed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000139,PH000490,PH000990,13-07-2025 04:39,0,SMS,Answered,T007,LOC_BANER,Outgoing,SYNTH_CDR_B
CDR0000140,PH003636,PH009951,15-01-2019 08:47,0,Voice,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_B
CDR0000141,PH002966,PH003735,18-03-2020 16:00,0,SMS,Answered,T007,LOC_BANER,Outgoing,SYNTH_LEGACY_CDR
CDR0000142,PH002324,PH007283,16-06-2024 08:38,362,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0000143,PH000011,PH000819,18-08-2026 07:04,211,Voice,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0000144,PH006017,PH000237,07-11-2019 09:19,953,Data,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0000145,PH001235,PH001751,08-05-2019 13:12,1580,Data,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0000146,PH007497,PH004403,14-05-2019 11:01,0,Missed,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_TELECOM_CDR
CDR0000147,PH003571,PH006002,26-05-2026 19:28,0,Missed,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_TELECOM_CDR
CDR0000148,PH005352,PH001837,30-09-2021 04:02,434,Data,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0000149,PH004323,PH006524,16-03-2023 14:35,0,SMS,Failed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_A
CDR0000150,PH008302,PH002463,22-11-2023 09:16,0,Voice,Missed,T008,LOC_WAKAD,Outgoing,SYNTH_TELECOM_CDR
CDR0000151,PH000558,PH002625,04-01-2022 07:37,189,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0000152,PH004097,PH006088,04-06-2024 12:15,0,Voice,Failed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0000153,PH008860,PH009932,21-01-2021 18:28,332,Voice,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_LEGACY_CDR
CDR0000154,PH006530,PH008466,29-04-2024 18:19,0,Voice,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0000155,PH007102,PH001464,01-01-2019 18:20,526,Data,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_A
CDR0000156,PH001991,PH000038,31-10-2020 22:46,482,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000157,PH001739,PH005556,09-03-2022 03:20,0,Voice,Failed,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0000158,PH003518,PH005899,09-11-2025 11:17,0,SMS,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0000159,PH002990,PH000672,04-09-2024 21:36,0,Voice,Rejected,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_A
CDR0000160,PH007972,PH004407,09-03-2019 18:00,500,Voice,Answered,T007,LOC_BANER,Outgoing,SYNTH_LEGACY_CDR
CDR0000161,PH009350,PH009266,22-07-2023 05:25,0,SMS,Answered,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000162,PH007904,PH002077,28-08-2025 20:45,0,Voice,Rejected,T001,LOC_KOTHRUD,Outgoing,SYNTH_TELECOM_CDR
CDR0000163,PH001468,PH002570,23-09-2023 06:24,0,Voice,Missed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000164,PH008109,PH008128,12-07-2020 22:52,0,Missed,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_B
CDR0000165,PH002759,PH007450,10-08-2022 16:47,416,Data,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0000166,PH003948,PH002791,24-12-2021 21:29,0,Voice,Failed,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0000167,PH007325,PH000636,19-05-2023 10:39,0,Missed,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000168,PH008969,PH005351,10-06-2024 07:37,0,SMS,Answered,T007,LOC_BANER,Outgoing,SYNTH_CDR_B
CDR0000169,PH005419,PH003060,28-01-2026 10:04,0,Voice,Missed,T001,LOC_KOTHRUD,Outgoing,SYNTH_TELECOM_CDR
CDR0000170,PH003621,PH008095,24-11-2024 05:36,0,Voice,Rejected,T016,LOC_BHOSARI,Outgoing,SYNTH_TELECOM_CDR
CDR0000171,PH005408,PH001681,02-07-2024 10:24,0,SMS,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_B
CDR0000172,PH005691,PH008597,21-06-2024 15:53,0,Missed,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_A
CDR0000173,PH003021,PH006659,23-04-2024 21:33,0,SMS,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_A
CDR0000174,PH007143,PH005150,25-06-2020 23:09,821,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0000175,PH003048,PH004961,23-02-2025 04:37,0,Voice,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_B
CDR0000176,PH003551,PH003383,28-10-2024 09:50,0,Missed,Missed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_A
CDR0000177,PH008342,PH009981,19-09-2024 02:23,685,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0000178,PH001196,PH005923,17-07-2021 01:49,1549,Data,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0000179,PH000737,PH002108,29-08-2021 20:30,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0000180,PH001817,PH002667,07-03-2024 09:24,0,Voice,Missed,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0000181,PH003915,PH007476,02-05-2026 11:22,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000182,PH004006,PH005573,05-06-2020 07:08,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0000183,PH006826,PH006805,23-03-2026 08:08,819,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0000184,PH002495,PH000754,22-03-2024 13:06,0,Missed,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_A
CDR0000185,PH007096,PH004487,07-11-2021 22:18,135,Voice,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_TELECOM_CDR
CDR0000186,PH007075,PH008143,04-06-2025 19:21,0,SMS,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0000187,PH004337,PH003898,07-07-2019 04:30,349,Data,Answered,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_A
CDR0000188,PH003757,PH000643,15-09-2024 03:32,1161,Data,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_B
CDR0000189,PH006675,PH008183,29-03-2019 06:43,224,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0000190,PH004557,PH008771,25-08-2023 14:25,0,Voice,Failed,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_B
