event_id,entity_id,entity_type,location_id,timestamp,event_type,duration_minutes,latitude,longitude,source,confidence
EV0000022,P003876,Person,LOC004225,2021-03-14 07:48:42,Exited,0,18.565826,73.805101,SYNTH_TRANSACTION,0.92
EV0000023,P005789,Person,LOC003846,2024-01-15 01:21:50,TowerPing,0,18.568268,73.881922,SYNTH_FIELD,0.936
EV0000024,P000661,Person,LOC004774,2020-11-23 02:46:37,Stayed,224,18.50355,73.809701,SYNTH_TOWER,0.954
EV0000025,P000054,Person,LOC002922,2020-10-27 13:19:46,Stayed,34,18.626751,73.797075,SYNTH_TRANSACTION,0.904
EV0000026,P002016,Person,LOC000723,2023-04-26 09:29:48,Visited,56,18.551426,73.802357,SYNTH_VEHICLE,0.962
EV0000027,P000242,Person,LOC001272,2022-12-29 08:51:53,Transaction,0,18.453454,73.858982,SYNTH_FIELD,0.928
EV0000028,P003993,Person,LOC002444,2024-09-19 08:30:55,TowerPing,0,18.565262,73.788525,SYNTH_TOWER,0.958
EV0000029,P005007,Person,LOC002070,2020-12-10 12:16:51,CCTV,0,18.506004,73.921544,SYNTH_CCTV,0.909
EV0000030,P006787,Person,LOC002848,2019-10-28 03:07:43,Transaction,0,18.460257,73.842556,SYNTH_TOWER,0.982
EV0000031,P001102,Person,LOC001866,2022-01-14 05:16:26,TowerPing,0,18.63215,73.851571,SYNTH_FIELD,0.907
EV0000032,P000493,Person,LOC004416,2021-11-14 03:38:31,CCTV,0,18.603936,73.768771,SYNTH_CCTV,0.984
EV0000033,P001694,Person,LOC000563,2022-12-31 19:20:27,Visited,185,18.559612,73.779527,SYNTH_TOWER,0.922
EV0000034,P005434,Person,LOC002575,2022-01-20 21:24:05,Exited,0,18.461265,73.88861,SYNTH_FIELD,0.95
EV0000035,P003030,Person,LOC002400,2022-10-14 01:38:33,Visited,208,18.509685,73.812043,SYNTH_CCTV,0.964
EV0000036,P000131,Person,LOC001105,2019-02-18 13:52:31,Stayed,202,18.559417,73.87463,SYNTH_VEHICLE,0.901
EV0000037,P006513,Person,LOC001304,2022-04-03 14:42:58,Stayed,153,18.454451,73.863939,SYNTH_TOWER,0.987
EV0000038,P004560,Person,LOC001703,2019-01-20 11:22:34,TowerPing,0,18.552512,73.875505,SYNTH_FIELD,0.944
EV0000039,P002306,Person,LOC002198,2020-12-12 02:45:19,TowerPing,0,18.474384,73.886022,SYNTH_FIELD,0.904
EV0000040,P003910,Person,LOC004905,2026-08-14 13:03:32,Detected,0,18.508423,73.862486,SYNTH_TRANSACTION,0.915
EV0000041,P002926,Person,LOC003627,2019-11-20 22:47:12,Stayed,147,18.506237,73.870107,SYNTH_CCTV,0.917
EV0000042,P000156,Person,LOC000971,2025-10-12 16:16:13,Stayed,164,18.446695,73.858427,SYNTH_TOWER,0.913
EV0000043,P006885,Person,LOC003438,2019-04-13 01:28:02,CCTV,0,18.555501,73.810088,SYNTH_CCTV,0.928
EV0000044,P004268,Person,LOC000358,2020-10-23 10:25:43,Transaction,0,18.452251,73.867238,SYNTH_VEHICLE,0.957
EV0000045,P002557,Person,LOC003918,2019-10-09 10:58:45,TowerPing,0,18.634175,73.805836,SYNTH_VEHICLE,0.987
EV0000046,P001508,Person,LOC000367,2023-01-11 11:52:04,Exited,0,18.569225,73.871067,SYNTH_TRANSACTION,0.947
EV0000047,P005469,Person,LOC002993,2021-02-19 15:13:42,Detected,0,18.46259,73.887736,SYNTH_VEHICLE,0.968
EV0000048,P003432,Person,LOC000662,2021-05-30 07:12:26,Visited,108,18.53171,73.851566,SYNTH_VEHICLE,0.921
EV0000049,P000841,Person,LOC004441,2023-07-14 20:25:51,CCTV,0,18.507138,73.860068,SYNTH_VEHICLE,0.933
EV0000050,P006490,Person,LOC000078,2021-10-25 11:55:59,Visited,193,18.550626,73.878133,SYNTH_FIELD,0.917
EV0000051,P005237,Person,LOC003076,2024-01-14 06:41:32,Stayed,193,18.560376,73.910831,SYNTH_TRANSACTION,0.915
EV0000052,P000505,Person,LOC001861,2026-03-24 07:56:47,Visited,58,18.560841,73.803677,SYNTH_TOWER,0.92
EV0000053,P000396,Person,LOC004538,2019-04-05 13:01:06,Detected,0,18.46351,73.852498,SYNTH_FIELD,0.988
EV0000054,P004707,Person,LOC002312,2024-12-16 02:26:19,TowerPing,0,18.633029,73.846318,SYNTH_TOWER,0.928
EV0000055,P003875,Person,LOC002927,2025-06-27 20:48:41,Stayed,96,18.5027,73.807687,SYNTH_CCTV,0.926
EV0000056,P002148,Person,LOC002210,2020-05-15 06:14:08,Stayed,109,18.531453,73.849709,SYNTH_TRANSACTION,0.985
EV0000057,P000002,Person,LOC001822,2021-06-10 11:21:10,Detected,0,18.503878,73.928247,SYNTH_TRANSACTION,0.949
EV0000058,P000173,Person,LOC004889,2022-10-29 01:57:12,Detected,0,18.530848,73.849109,SYNTH_VEHICLE,0.968
EV0000059,P000880,Person,LOC001371,2024-06-15 08:03:55,CCTV,0,18.460321,73.872005,SYNTH_FIELD,0.908
EV0000060,P001371,Person,LOC002709,2021-09-17 12:49:56,TowerPing,0,18.466214,73.844738,SYNTH_CCTV,0.948
EV0000061,P002892,Person,LOC000275,2019-12-04 17:12:22,Exited,0,18.571807,73.879747,SYNTH_TRANSACTION,0.964
EV0000062,P001070,Person,LOC002005,2022-02-25 14:29:11,Transaction,0,18.574622,73.907192,SYNTH_TRANSACTION,0.909
EV0000063,P001679,Person,LOC004391,2021-09-06 17:21:53,Detected,0,18.503807,73.805284,SYNTH_FIELD,0.961
EV0000064,P002247,Person,LOC002690,2023-08-28 13:24:59,Visited,219,18.500712,73.801813,SYNTH_TOWER,0.937
EV0000065,P005808,Person,LOC004970,2020-10-01 05:43:25,CCTV,0,18.551579,73.883128,SYNTH_TRANSACTION,0.986
EV0000066,P006025,Person,LOC001744,2021-08-21 18:40:18,Visited,31,18.563628,73.801265,SYNTH_TOWER,0.976
EV0000067,P003393,Person,LOC003299,2019-05-17 05:50:00,Stayed,158,18.637481,73.848284,SYNTH_CCTV,0.984
EV0000068,P006707,Person,LOC002879,2023-06-07 16:40:41,Detected,0,18.621834,73.798558,SYNTH_FIELD,0.928
EV0000069,P004086,Person,LOC003050,2023-01-18 14:28:27,Visited,212,18.471904,73.883707,SYNTH_TOWER,0.975
EV0000070,P006382,Person,LOC004373,2026-03-30 22:10:11,Visited,240,18.47001,73.842886,SYNTH_TOWER,0.966
EV0000071,P004437,Person,LOC004297,2019-05-28 15:22:07,TowerPing,0,18.46058,73.845753,SYNTH_TOWER,0.956
EV0000072,P006450,Person,LOC001516,2022-09-14 13:56:28,Stayed,217,18.470826,73.852788,SYNTH_CCTV,0.947
EV0000073,P004401,Person,LOC001103,2019-10-02 16:28:06,Visited,90,18.468093,73.889855,SYNTH_VEHICLE,0.908
EV0000074,P001215,Person,LOC004276,2022-10-17 02:13:46,Visited,75,18.494827,73.857511,SYNTH_TOWER,0.984
EV0000075,P004241,Person,LOC001299,2023-02-02 19:02:57,CCTV,0,18.573116,73.919704,SYNTH_CCTV,0.951
EV0000076,P005021,Person,LOC001028,2019-08-07 13:25:46,Visited,114,18.633275,73.799036,SYNTH_FIELD,0.951
EV0000077,P002909,Person,LOC003034,2021-06-13 22:32:50,Transaction,0,18.605144,73.768208,SYNTH_VEHICLE,0.912
EV0000078,P000060,Person,LOC004608,2022-04-25 03:11:47,Stayed,208,18.506954,73.918051,SYNTH_VEHICLE,0.916
EV0000079,P004498,Person,LOC003132,2023-08-14 07:50:11,Exited,0,18.446412,73.869576,SYNTH_FIELD,0.951
EV0000080,P001118,Person,LOC003229,2024-11-08 09:57:20,Visited,25,18.563552,73.79336,SYNTH_TRANSACTION,0.971
EV0000081,P005903,Person,LOC001784,2021-08-04 07:57:00,Visited,201,18.504861,73.809857,SYNTH_CCTV,0.928
EV0000082,P001828,Person,LOC000728,2020-11-21 10:32:31,Detected,0,18.62767,73.801876,SYNTH_CCTV,0.959
EV0000083,P002070,Person,LOC000046,2025-06-20 11:09:42,Visited,127,18.626163,73.853905,SYNTH_FIELD,0.951
EV0000084,P003619,Person,LOC003529,2021-03-11 16:51:50,Exited,0,18.570904,73.920609,SYNTH_FIELD,0.924
EV0000085,P000387,Person,LOC001523,2021-11-20 15:44:13,TowerPing,0,18.547839,73.873862,SYNTH_TOWER,0.972
EV0000086,P000231,Person,LOC003559,2020-04-11 06:36:26,Exited,0,18.632351,73.841302,SYNTH_VEHICLE,0.904
EV0000087,P002563,Person,LOC003362,2024-08-26 17:48:29,Visited,67,18.624623,73.806499,SYNTH_TOWER,0.981
EV0000088,P006727,Person,LOC003672,2021-08-12 05:55:45,TowerPing,0,18.571416,73.914573,SYNTH_TRANSACTION,0.976
EV0000089,P005604,Person,LOC003630,2022-02-18 00:10:13,Detected,0,18.54786,73.880239,SYNTH_FIELD,0.989
EV0000090,P006247,Person,LOC003261,2019-07-23 15:16:08,Visited,22,18.546949,73.876038,SYNTH_TRANSACTION,0.965
EV0000091,P001366,Person,LOC001710,2026-01-14 08:28:08,Transaction,0,18.456723,73.872397,SYNTH_TRANSACTION,0.915
EV0000092,P000015,Person,LOC004439,2025-05-17 02:49:38,Visited,185,18.635499,73.8548,SYNTH_VEHICLE,0.983
EV0000093,P003422,Person,LOC001260,2021-05-28 17:52:43,Visited,103,18.6221,73.849431,SYNTH_TRANSACTION,0.942
EV0000094,P004817,Person,LOC002257,2023-07-24 10:51:23,CCTV,0,18.552871,73.876196,SYNTH_CCTV,0.94
EV0000095,P002444,Person,LOC001227,2024-06-12 16:09:35,Stayed,32,18.550751,73.881916,SYNTH_VEHICLE,0.947
EV0000096,P001939,Person,LOC004837,2024-08-06 17:23:49,TowerPing,0,18.625247,73.79555,SYNTH_FIELD,0.921
EV0000097,P005246,Person,LOC001039,2025-04-22 08:57:33,Transaction,0,18.560697,73.799168,SYNTH_TRANSACTION,0.923
EV0000098,P000667,Person,LOC000356,2019-11-04 03:27:03,Visited,160,18.562043,73.874013,SYNTH_TOWER,0.958
EV0000099,P006302,Person,LOC001648,2023-01-09 11:17:58,Detected,0,18.467185,73.88754,SYNTH_VEHICLE,0.965
EV0000100,P000534,Person,LOC000271,2020-03-19 15:53:48,Stayed,108,18.555942,73.781659,SYNTH_VEHICLE,0.908
EV0000101,P006515,Person,LOC001682,2024-02-03 07:13:22,CCTV,0,18.559227,73.8785,SYNTH_VEHICLE,0.913
EV0000102,P004291,Person,LOC002732,2026-04-21 05:02:51,Visited,78,18.555333,73.811826,SYNTH_CCTV,0.961
EV0000103,P003608,Person,LOC001473,2023-04-19 10:22:00,CCTV,0,18.629305,73.851647,SYNTH_VEHICLE,0.903
EV0000104,P004865,Person,LOC002156,2020-09-28 06:25:46,Detected,0,18.634204,73.803181,SYNTH_TRANSACTION,0.966
EV0000105,P002413,Person,LOC004240,2025-09-11 10:12:28,Detected,0,18.562452,73.792107,SYNTH_TRANSACTION,0.932
EV0000106,P006173,Person,LOC004901,2020-07-06 05:57:40,Exited,0,18.560616,73.884306,SYNTH_VEHICLE,0.981
EV0000107,P003003,Person,LOC003681,2024-04-15 11:22:53,TowerPing,0,18.511998,73.920026,SYNTH_FIELD,0.969
EV0000108,P006486,Person,LOC003310,2025-04-05 07:21:44,TowerPing,0,18.635288,73.848442,SYNTH_TOWER,0.983
EV0000109,P003289,Person,LOC003278,2026-02-17 19:32:24,Visited,198,18.506414,73.866532,SYNTH_TRANSACTION,0.96
EV0000110,P005968,Person,LOC004618,2021-01-27 22:24:14,Exited,0,18.60655,73.763958,SYNTH_CCTV,0.931
EV0000111,P004206,Person,LOC000043,2020-05-07 13:11:27,Visited,145,18.565588,73.792848,SYNTH_VEHICLE,0.915
EV0000112,P000731,Person,LOC004504,2023-10-14 07:04:18,TowerPing,0,18.505017,73.929345,SYNTH_CCTV,0.926
EV0000113,P000558,Person,LOC002082,2022-12-05 14:14:20,Stayed,113,18.473177,73.854723,SYNTH_TRANSACTION,0.978
EV0000114,P004032,Person,LOC000655,2021-12-19 20:04:43,Exited,0,18.472737,73.883238,SYNTH_VEHICLE,0.914
EV0000115,P001147,Person,LOC000212,2021-04-24 13:39:49,TowerPing,0,18.606414,73.757049,SYNTH_TRANSACTION,0.954
EV0000116,P006229,Person,LOC001127,2021-01-17 21:33:33,Detected,0,18.530604,73.846134,SYNTH_TOWER,0.933
EV0000117,P005251,Person,LOC000248,2022-10-28 23:15:03,Visited,37,18.63496,73.806994,SYNTH_TRANSACTION,0.92
EV0000118,P005579,Person,LOC001836,2023-05-21 15:05:17,Visited,158,18.551821,73.794624,SYNTH_TRANSACTION,0.985
EV0000119,P000742,Person,LOC001006,2019-08-16 04:53:02,Stayed,165,18.560228,73.791798,SYNTH_TOWER,0.96
EV0000120,P001263,Person,LOC001181,2026-02-25 13:34:54,Exited,0,18.630057,73.807456,SYNTH_TOWER,0.933
EV0000121,P001896,Person,LOC003632,2019-10-11 22:56:21,TowerPing,0,18.547151,73.883363,SYNTH_VEHICLE,0.912
EV0000122,P001310,Person,LOC004051,2023-02-08 13:54:48,Visited,140,18.466306,73.85419,SYNTH_TOWER,0.942
EV0000123,P005781,Person,LOC002413,2022-10-13 14:32:25,Exited,0,18.573977,73.91202,SYNTH_CCTV,0.946
EV0000124,P006761,Person,LOC000727,2022-09-15 07:25:06,Exited,0,18.628618,73.801673,SYNTH_TOWER,0.917
EV0000125,P000002,Person,LOC000039,2022-08-29 19:16:01,Visited,40,18.60598,73.770448,SYNTH_TRANSACTION,0.929
EV0000126,P006528,Person,LOC001624,2021-06-30 18:07:05,Exited,0,18.530287,73.841173,SYNTH_FIELD,0.979
EV0000127,P000796,Person,LOC003346,2024-12-06 10:44:13,Visited,118,18.541754,73.871016,SYNTH_TRANSACTION,0.966
EV0000128,P002179,Person,LOC004211,2021-03-18 07:12:13,TowerPing,0,18.536104,73.847241,SYNTH_VEHICLE,0.923
EV0000129,P000545,Person,LOC000791,2020-10-31 12:56:28,TowerPing,0,18.501892,73.928125,SYNTH_TOWER,0.945
EV0000130,P000774,Person,LOC004314,2026-01-24 12:04:23,Detected,0,18.503881,73.860054,SYNTH_CCTV,0.923
EV0000131,P003212,Person,LOC002806,2022-04-24 06:31:38,CCTV,0,18.559786,73.789515,SYNTH_TRANSACTION,0.928
EV0000132,P002660,Person,LOC004995,2019-01-02 21:42:39,Visited,155,18.5481,73.880107,SYNTH_TOWER,0.942
EV0000133,P005284,Person,LOC000591,2020-02-29 11:31:43,Exited,0,18.554883,73.805454,SYNTH_TRANSACTION,0.971
EV0000134,P006509,Person,LOC002378,2021-01-31 12:46:53,TowerPing,0,18.573913,73.878169,SYNTH_TRANSACTION,0.926
EV0000135,P001528,Person,LOC003945,2026-03-17 21:21:35,Stayed,200,18.563538,73.789996,SYNTH_CCTV,0.982
EV0000136,P001656,Person,LOC001750,2022-07-06 20:55:46,CCTV,0,18.562881,73.81243,SYNTH_VEHICLE,0.93
EV0000137,P006965,Person,LOC002318,2026-04-29 09:44:08,Detected,0,18.636227,73.804895,SYNTH_TOWER,0.979
EV0000138,P002382,Person,LOC004635,2026-03-29 01:37:04,Stayed,165,18.498164,73.860787,SYNTH_CCTV,0.953
EV0000139,P003151,Person,LOC000506,2020-12-06 01:29:51,Transaction,0,18.531878,73.853426,SYNTH_VEHICLE,0.975
EV0000140,P006761,Person,LOC001230,2021-12-01 08:20:59,Visited,11,18.495955,73.856719,SYNTH_FIELD,0.918
EV0000141,P003896,Person,LOC004097,2023-02-24 17:27:43,CCTV,0,18.538767,73.853927,SYNTH_VEHICLE,0.905
EV0000142,P005943,Person,LOC004770,2023-11-25 02:18:24,Exited,0,18.504619,73.804753,SYNTH_FIELD,0.967
EV0000143,P002788,Person,LOC001437,2026-05-01 13:57:11,Visited,15,18.570147,73.882193,SYNTH_TRANSACTION,0.927
EV0000144,P004341,Person,LOC004647,2020-04-28 01:23:41,Detected,0,18.595867,73.755835,SYNTH_TRANSACTION,0.985
EV0000145,P001508,Person,LOC003206,2019-09-04 08:33:18,CCTV,0,18.474841,73.891488,SYNTH_CCTV,0.971
EV0000146,P000057,Person,LOC003445,2019-02-23 07:47:33,TowerPing,0,18.600088,73.755978,SYNTH_FIELD,0.93
EV0000147,P001297,Person,LOC004399,2025-09-23 18:54:59,Exited,0,18.503402,73.926284,SYNTH_FIELD,0.989
EV0000148,P004146,Person,LOC002174,2021-05-16 11:26:57,TowerPing,0,18.497371,73.866477,SYNTH_VEHICLE,0.982
EV0000149,P000686,Person,LOC000677,2023-01-15 22:16:27,Stayed,77,18.513627,73.918164,SYNTH_TOWER,0.968
EV0000150,P005988,Person,LOC002051,2024-02-10 19:40:47,Visited,134,18.555406,73.871075,SYNTH_FIELD,0.916
EV0000151,P002236,Person,LOC003097,2022-11-05 12:26:24,Visited,238,18.507833,73.869321,SYNTH_TRANSACTION,0.905
EV0000152,P004370,Person,LOC002758,2022-09-16 22:51:31,Stayed,9,18.447828,73.872426,SYNTH_VEHICLE,0.962
EV0000153,P000539,Person,LOC002853,2026-05-27 05:00:08,CCTV,0,18.635899,73.853479,SYNTH_FIELD,0.94
EV0000154,P003939,Person,LOC002023,2021-07-05 10:31:41,Exited,0,18.630506,73.844723,SYNTH_FIELD,0.919
EV0000155,P004274,Person,LOC003424,2020-03-15 21:50:03,TowerPing,0,18.546872,73.879175,SYNTH_CCTV,0.945
EV0000156,P004958,Person,LOC002543,2021-05-26 16:10:52,Exited,0,18.552955,73.793212,SYNTH_FIELD,0.929
EV0000157,P000774,Person,LOC001545,2020-09-06 12:31:31,Stayed,91,18.535909,73.846186,SYNTH_CCTV,0.91
EV0000158,P001134,Person,LOC000949,2023-07-28 02:47:15,Visited,42,18.460662,73.854123,SYNTH_CCTV,0.976
EV0000159,P003818,Person,LOC004409,2025-05-21 15:02:14,Visited,234,18.505289,73.862111,SYNTH_TOWER,0.95
EV0000160,P002200,Person,LOC000794,2026-03-30 02:23:07,TowerPing,0,18.474264,73.895898,SYNTH_TRANSACTION,0.926
EV0000161,P001838,Person,LOC002881,2026-05-11 16:14:50,Visited,216,18.558858,73.805103,SYNTH_TRANSACTION,0.949
EV0000162,P006702,Person,LOC003385,2019-08-23 02:22:15,CCTV,0,18.554584,73.783423,SYNTH_FIELD,0.936
EV0000163,P000729,Person,LOC004663,2020-09-07 19:30:52,Transaction,0,18.637196,73.798948,SYNTH_TOWER,0.989
EV0000164,P001549,Person,LOC003215,2022-10-06 02:53:31,Stayed,137,18.575104,73.907986,SYNTH_CCTV,0.926
EV0000165,P000304,Person,LOC004264,2024-12-28 21:35:31,Stayed,61,18.6255,73.84735,SYNTH_FIELD,0.93
EV0000166,P000454,Person,LOC002477,2022-05-24 19:09:47,Detected,0,18.456528,73.862261,SYNTH_CCTV,0.94
EV0000167,P003596,Person,LOC001666,2019-01-01 20:20:28,Detected,0,18.63178,73.806072,SYNTH_CCTV,0.927
EV0000168,P000406,Person,LOC002750,2020-01-15 06:42:01,Exited,0,18.51516,73.81485,SYNTH_CCTV,0.967
EV0000169,P005484,Person,LOC001848,2019-09-15 09:25:04,Stayed,19,18.474496,73.887725,SYNTH_CCTV,0.947
EV0000170,P006684,Person,LOC004960,2026-03-25 17:14:55,TowerPing,0,18.503045,73.801608,SYNTH_TRANSACTION,0.913
EV0000171,P005964,Person,LOC003112,2021-01-24 23:17:55,Visited,93,18.629367,73.844882,SYNTH_VEHICLE,0.901
EV0000172,P003833,Person,LOC002735,2025-09-08 07:34:24,Visited,129,18.571475,73.909462,SYNTH_TRANSACTION,0.924
EV0000173,P002849,Person,LOC000491,2020-06-20 13:10:17,Detected,0,18.636137,73.843559,SYNTH_CCTV,0.953
EV0000174,P005400,Person,LOC002090,2019-07-06 04:52:48,Stayed,80,18.509879,73.923462,SYNTH_FIELD,0.91
EV0000175,P005950,Person,LOC004378,2026-08-16 23:51:36,TowerPing,0,18.559821,73.87317,SYNTH_TRANSACTION,0.95
EV0000176,P003426,Person,LOC004336,2022-08-03 08:36:47,Exited,0,18.534642,73.845545,SYNTH_VEHICLE,0.922
EV0000177,P002127,Person,LOC002355,2020-10-01 14:50:20,Exited,0,18.564469,73.881709,SYNTH_CCTV,0.958
EV0000178,P004730,Person,LOC002207,2019-07-08 21:52:08,Transaction,0,18.554362,73.781444,SYNTH_TRANSACTION,0.955
EV0000179,P000155,Person,LOC002628,2024-01-12 13:31:33,CCTV,0,18.604609,73.762602,SYNTH_TOWER,0.927
EV0000180,P003006,Person,LOC002643,2025-02-28 09:30:36,CCTV,0,18.527208,73.851948,SYNTH_TRANSACTION,0.921
EV0000181,P000916,Person,LOC004850,2021-10-16 14:31:54,Visited,41,18.512927,73.918884,SYNTH_CCTV,0.949
EV0000182,P000856,Person,LOC001387,2025-04-10 12:23:35,TowerPing,0,18.462574,73.846107,SYNTH_FIELD,0.93
EV0000183,P006492,Person,LOC000221,2022-10-05 02:01:06,Visited,80,18.56547,73.906759,SYNTH_VEHICLE,0.953
EV0000184,P000320,Person,LOC002413,2019-08-31 19:02:53,Stayed,128,18.573977,73.91202,SYNTH_VEHICLE,0.935
EV0000185,P002255,Person,LOC004323,2025-07-26 21:21:29,Stayed,165,18.599454,73.767054,SYNTH_CCTV,0.902
EV0000186,P001471,Person,LOC003502,2021-09-07 09:01:28,CCTV,0,18.462925,73.842343,SYNTH_CCTV,0.949
EV0000187,P005511,Person,LOC001510,2025-12-12 00:15:25,Detected,0,18.45429,73.866789,SYNTH_TRANSACTION,0.976
EV0000188,P002798,Person,LOC000986,2024-12-24 11:22:07,Transaction,0,18.470705,73.892691,SYNTH_FIELD,0.94
EV0000189,P000606,Person,LOC001963,2022-12-19 18:30:13,Visited,91,18.557362,73.807461,SYNTH_CCTV,0.927
EV0000190,P003780,Person,LOC000905,2023-10-23 03:50:36,Visited,220,18.621809,73.800342,SYNTH_CCTV,0.923
EV0000191,P001036,Person,LOC001716,2019-06-12 02:35:56,Visited,115,18.503955,73.926252,SYNTH_VEHICLE,0.945
EV0000192,P002102,Person,LOC003538,2023-08-15 12:16:20,Stayed,179,18.525315,73.847585,SYNTH_TRANSACTION,0.916
EV0000193,P000835,Person,LOC003216,2023-07-19 17:25:28,Stayed,17,18.631007,73.854374,SYNTH_TRANSACTION,0.935
EV0000194,P005839,Person,LOC001665,2019-11-11 19:51:45,Stayed,42,18.637254,73.798909,SYNTH_TOWER,0.923
EV0000195,P003248,Person,LOC003695,2019-10-29 11:30:29,Visited,109,18.624517,73.848846,SYNTH_TOWER,0.928
EV0000196,P005196,Person,LOC003515,2020-04-23 04:17:01,Visited,94,18.476457,73.882844,SYNTH_TRANSACTION,0.963
EV0000197,P001301,Person,LOC002262,2022-08-27 17:46:11,TowerPing,0,18.459877,73.860346,SYNTH_TOWER,0.967
EV0000198,P001703,Person,LOC000294,2024-11-01 07:37:18,Exited,0,18.629622,73.852831,SYNTH_TOWER,0.92
EV0000199,P004795,Person,LOC000686,2022-01-27 01:55:13,Detected,0,18.502714,73.860348,SYNTH_FIELD,0.945
EV0000200,P005585,Person,LOC002293,2020-12-31 19:33:14,Visited,225,18.504126,73.86924,SYNTH_FIELD,0.942
EV0000201,P000474,Person,LOC003111,2021-11-05 23:14:04,CCTV,0,18.563344,73.792718,SYNTH_TRANSACTION,0.982
EV0000202,P002762,Person,LOC001270,2025-02-20 19:28:17,Visited,24,18.629961,73.804095,SYNTH_FIELD,0.924
EV0000203,P004162,Person,LOC004864,2020-11-20 23:08:08,Visited,32,18.624041,73.794449,SYNTH_TOWER,0.91
EV0000204,P002687,Person,LOC000266,2025-03-31 08:16:25,Visited,131,18.625288,73.845506,SYNTH_VEHICLE,0.942
EV0000205,P000556,Person,LOC004521,2020-01-20 12:14:25,Transaction,0,18.504496,73.80159,SYNTH_TRANSACTION,0.976
EV0000206,P006158,Person,LOC001601,2021-04-01 18:33:54,Visited,28,18.570972,73.882086,SYNTH_TRANSACTION,0.975
EV0000207,P003995,Person,LOC001243,2020-09-16 03:50:28,Stayed,170,18.542535,73.880032,SYNTH_TOWER,0.961
EV0000208,P004900,Person,LOC004854,2024-04-08 19:47:15,TowerPing,0,18.629455,73.806945,SYNTH_VEHICLE,0.927
EV0000209,P000992,Person,LOC002540,2021-12-24 19:43:20,Transaction,0,18.452641,73.866542,SYNTH_VEHICLE,0.958
EV0000210,P006545,Person,LOC004108,2021-06-27 22:52:43,Exited,0,18.501959,73.81568,SYNTH_CCTV,0.908
EV0000211,P003227,Person,LOC001048,2024-03-21 21:04:46,Exited,0,18.635285,73.795135,SYNTH_TOWER,0.978
EV0000212,P002888,Person,LOC002656,2022-03-23 14:48:50,Stayed,222,18.476854,73.890798,SYNTH_VEHICLE,0.945
EV0000213,P003998,Person,LOC002008,2026-04-04 19:23:27,Visited,114,18.471811,73.856328,SYNTH_TOWER,0.987
EV0000214,P001360,Person,LOC000096,2025-08-03 11:49:54,Stayed,225,18.563392,73.807496,SYNTH_CCTV,0.937
