evidence_link_id,evidence_id,case_id,target_type,target_id,relationship,confidence,source,timestamp,evidence_type,chain_of_custody_id,integrity_status,original_hash_sha256,current_hash_sha256
EL00000011,EVD0000011,C007772,CASE,C007772,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2023-01-31 15:26:10,CDR,COC0000011,Intact,b5b490895e9298fefe790f941afef7875713d19a28c233d5eabffc0d7d5a2bd7,b5b490895e9298fefe790f941afef7875713d19a28c233d5eabffc0d7d5a2bd7
EL00000012,EVD0000012,C001583,CASE,C001583,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-08-08 21:47:33,Document,COC0000012,Intact,d6bb4c651a42b4bc67a4daa87ee9a7d7082e944fcd59aa227fa37450d28291ee,d6bb4c651a42b4bc67a4daa87ee9a7d7082e944fcd59aa227fa37450d28291ee
EL00000013,EVD0000013,C002069,CASE,C002069,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2022-05-27 03:06:42,Audio,COC0000013,Intact,f4ca9774d4bff0b75c8b7c79d199b82855a979384607c15b496001652b951f49,f4ca9774d4bff0b75c8b7c79d199b82855a979384607c15b496001652b951f49
EL00000014,EVD0000014,C005098,CASE,C005098,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2025-07-12 20:47:51,CDR,COC0000014,Intact,67e00c7473abcc32c60784b74aadb231bfa0d8577442286bd03c05ea3b6baca9,67e00c7473abcc32c60784b74aadb231bfa0d8577442286bd03c05ea3b6baca9
EL00000015,EVD0000015,C002937,CASE,C002937,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2023-10-11 08:17:18,Image,COC0000015,Intact,71262d184d31f81dc53cd277124615d954b789bf2e5ca96c62e84e38a2bb1e68,71262d184d31f81dc53cd277124615d954b789bf2e5ca96c62e84e38a2bb1e68
EL00000016,EVD0000016,C007198,CASE,C007198,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-06-30 11:12:20,FinancialRecord,COC0000016,Intact,90b3f12f6079941ae608825c358917fdef93d83c7f466b9cb3876fe036f969b2,90b3f12f6079941ae608825c358917fdef93d83c7f466b9cb3876fe036f969b2
EL00000017,EVD0000017,C009238,CASE,C009238,ASSOCIATED_WITH_CASE,1.0,SYNTH_BANK_SYSTEM,2024-05-15 09:58:52,FIR,COC0000017,Intact,9e6b80f6f28ac932b82677f9b04fcfa501b3163896157850dfd2eeb3838b6d7a,9e6b80f6f28ac932b82677f9b04fcfa501b3163896157850dfd2eeb3838b6d7a
EL00000018,EVD0000018,C003110,CASE,C003110,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2021-03-10 08:29:24,LocationRecord,COC0000018,Intact,6edcadd02c6fb1255ef74d92159aafbb83de5cb7148e0570f8f7fd6b03a79fb1,6edcadd02c6fb1255ef74d92159aafbb83de5cb7148e0570f8f7fd6b03a79fb1
EL00000019,EVD0000019,C009762,CASE,C009762,ASSOCIATED_WITH_CASE,1.0,SYNTH_BANK_SYSTEM,2020-07-18 05:52:24,Report,COC0000019,Intact,26adfa56c60af3ed8345e2a5a6d40b34436fabd8b3ac8fab90ea44d0b14d3017,26adfa56c60af3ed8345e2a5a6d40b34436fabd8b3ac8fab90ea44d0b14d3017
EL00000020,EVD0000020,C001019,CASE,C001019,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-03-22 14:33:49,LocationRecord,COC0000020,Intact,5d5b4be60a09a7f52612cf1a315b802af270f268fdd96382a18a45f1e281244d,5d5b4be60a09a7f52612cf1a315b802af270f268fdd96382a18a45f1e281244d
EL00000021,EVD0000021,C008716,CASE,C008716,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2020-03-29 23:02:34,CCTV,COC0000021,Intact,b3e14daebc9be2f699936afaa5b97da827e8d03b22d48299ec92de53a5b2e686,b3e14daebc9be2f699936afaa5b97da827e8d03b22d48299ec92de53a5b2e686
EL00000022,EVD0000022,C009889,CASE,C009889,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2019-06-15 17:17:06,Image,COC0000022,Intact,9cff9733c73498ca1df72d871e1739ab573c91ff5ce422afcc2895e3fc9218ee,9cff9733c73498ca1df72d871e1739ab573c91ff5ce422afcc2895e3fc9218ee
EL00000023,EVD0000023,C008234,CASE,C008234,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2021-09-25 15:26:24,LocationRecord,COC0000023,Intact,fc4d23dd4644b20bdd8a453ff3c2cbbc7eb035eb0bb3bf4a2a05438e55699c15,fc4d23dd4644b20bdd8a453ff3c2cbbc7eb035eb0bb3bf4a2a05438e55699c15
EL00000024,EVD0000024,C009457,CASE,C009457,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2024-07-09 20:25:31,VehicleRecord,COC0000024,HashMismatch,e9143d494cd61006c5279b6f776c7c32f4b4dde06f7bd3cfac39384d354249a2,8823c4d69e427b7e2578897f793e6687f8039b243d49d2cc8926b3809038f632
EL00000025,EVD0000025,C009044,CASE,C009044,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2025-04-07 12:10:37,Document,COC0000025,Intact,ca37d604602e2bc48d4ddd442edd875997e0544b60a387745ff1e2a45ae772fc,ca37d604602e2bc48d4ddd442edd875997e0544b60a387745ff1e2a45ae772fc
EL00000026,EVD0000026,C005962,CASE,C005962,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-06-07 06:41:35,VehicleRecord,COC0000026,Intact,fcc2fbfbcb3db914618d80760711835397e07c818e3df231f696678468c50648,fcc2fbfbcb3db914618d80760711835397e07c818e3df231f696678468c50648
EL00000027,EVD0000027,C006709,CASE,C006709,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2022-07-11 05:44:15,VehicleRecord,COC0000027,Intact,3f31830b4d60d93dd70566e58bcd985e2aa38133185cfe959e024bd98b1865c4,3f31830b4d60d93dd70566e58bcd985e2aa38133185cfe959e024bd98b1865c4
EL00000028,EVD0000028,C006652,CASE,C006652,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2020-08-28 20:10:58,CDR,COC0000028,Intact,eba317515295696799535254cb7574c2fe6ad193d76d5323ba84658f7b829395,eba317515295696799535254cb7574c2fe6ad193d76d5323ba84658f7b829395
EL00000029,EVD0000029,C003419,CASE,C003419,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2024-03-28 03:18:10,CCTV,COC0000029,Intact,555bc6b5ef866fc77ce5f5de57a0426282b9ba3f1c58e34faf447998c29d3a18,555bc6b5ef866fc77ce5f5de57a0426282b9ba3f1c58e34faf447998c29d3a18
EL00000030,EVD0000030,C008291,CASE,C008291,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2025-03-24 13:47:11,LocationRecord,COC0000030,Intact,bbe871a5ce055b8004baff915b715bc2bb90545a4d228459db6744d6175947f2,bbe871a5ce055b8004baff915b715bc2bb90545a4d228459db6744d6175947f2
EL00000031,EVD0000031,C004965,CASE,C004965,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2025-12-12 15:02:25,CCTV,COC0000031,Intact,af029b77aac046f22c80ad07ea5b73f9e8df6235cbc71baeaf6376e973dc91b0,af029b77aac046f22c80ad07ea5b73f9e8df6235cbc71baeaf6376e973dc91b0
EL00000032,EVD0000032,C002141,CASE,C002141,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2024-02-05 04:27:22,VehicleRecord,COC0000032,Intact,98b24661f0380c124bf938a184d482f62dbe7e161e833b234e6f303f718cfa11,98b24661f0380c124bf938a184d482f62dbe7e161e833b234e6f303f718cfa11
EL00000033,EVD0000033,C006078,CASE,C006078,ASSOCIATED_WITH_CASE,1.0,SYNTH_LOCATION_SYSTEM,2023-02-18 05:58:35,VehicleRecord,COC0000033,Intact,5dd4894f48ba72d71a073670e1d09e047d1ed9a8ee7d7dfee01133a1ffd70f3e,5dd4894f48ba72d71a073670e1d09e047d1ed9a8ee7d7dfee01133a1ffd70f3e
EL00000034,EVD0000034,C005302,CASE,C005302,ASSOCIATED_WITH_CASE,1.0,SYNTH_BANK_SYSTEM,2020-05-19 14:24:00,FIR,COC0000034,Intact,1eae7e5a8c9c9d7b387a7dd0913d4145faff197d63d3561c6641db3966e36709,1eae7e5a8c9c9d7b387a7dd0913d4145faff197d63d3561c6641db3966e36709
EL00000035,EVD0000035,C006587,CASE,C006587,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2019-10-20 01:34:32,FIR,COC0000035,Intact,b96b4df24f8a3f47efba773645e9242f3a1c37e3ee1e79923c501de4890832dc,b96b4df24f8a3f47efba773645e9242f3a1c37e3ee1e79923c501de4890832dc
EL00000036,EVD0000036,C000351,CASE,C000351,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2021-08-23 12:00:04,FinancialRecord,COC0000036,Intact,a0bc7fca76236e18abefdaec1a14a2ab4ad46aa99730762e19f3db34bbbb1870,a0bc7fca76236e18abefdaec1a14a2ab4ad46aa99730762e19f3db34bbbb1870
EL00000037,EVD0000037,C002025,CASE,C002025,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2022-12-20 03:42:30,FIR,COC0000037,Intact,032cc590a4e38d7bbf66f38d816b2f634e6496355417082d1deeeacb799ff61b,032cc590a4e38d7bbf66f38d816b2f634e6496355417082d1deeeacb799ff61b
EL00000038,EVD0000038,C004963,CASE,C004963,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2019-02-07 21:25:57,Document,COC0000038,Intact,e195ee819e7bc3a89e5171315c1b22adf707fc7b501d832b313c025c2bd82cad,e195ee819e7bc3a89e5171315c1b22adf707fc7b501d832b313c025c2bd82cad
EL00000039,EVD0000039,C005389,CASE,C005389,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2023-05-10 09:03:28,FinancialRecord,COC0000039,Intact,7bfc87b451c3004e768558b4803dd9e0d794bfca0ace0458271689ad2962adbf,7bfc87b451c3004e768558b4803dd9e0d794bfca0ace0458271689ad2962adbf
EL00000040,EVD0000040,C002264,CASE,C002264,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2023-12-23 22:48:03,CDR,COC0000040,Intact,a4daada57279ba90090903e8af97aa9d8c3a9e8772e7d52e207f1d585425284e,a4daada57279ba90090903e8af97aa9d8c3a9e8772e7d52e207f1d585425284e
EL00000041,EVD0000041,C008340,CASE,C008340,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-10-08 23:11:46,LocationRecord,COC0000041,HashMismatch,c79b72e44e797f286aea70d09763fcb15c98b9e15506c4592ad748a60322a4c3,e1140f2bdb16b97ad953c4d2f881bb3ef5dfd747a93e5bc59e5d97864c05a8ba
EL00000042,EVD0000042,C009856,CASE,C009856,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2023-05-13 19:34:56,FIR,COC0000042,Intact,ab6343e4c6a3c2ed93e759dbd57087905facf59b8a7f431d43550f735c68cc92,ab6343e4c6a3c2ed93e759dbd57087905facf59b8a7f431d43550f735c68cc92
EL00000043,EVD0000043,C002705,CASE,C002705,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2022-01-20 10:59:40,FIR,COC0000043,Intact,8e8518d63fce6a5d383ee501c77f3bc5b34d6fc1c32c3088528f3fe98c59ebb0,8e8518d63fce6a5d383ee501c77f3bc5b34d6fc1c32c3088528f3fe98c59ebb0
EL00000044,EVD0000044,C005439,CASE,C005439,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2019-06-06 07:13:37,Audio,COC0000044,Intact,8a31c9222e6cac9f45f5987cf7875102ad931b952d61c50ba824606dc6552004,8a31c9222e6cac9f45f5987cf7875102ad931b952d61c50ba824606dc6552004
EL00000045,EVD0000045,C003851,CASE,C003851,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2019-04-30 22:34:19,Audio,COC0000045,Intact,913493c5c6a99e355a0a58af41a5a157f18ea966855b0793c11221f615aec76c,913493c5c6a99e355a0a58af41a5a157f18ea966855b0793c11221f615aec76c
EL00000046,EVD0000046,C006045,CASE,C006045,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2020-11-09 23:25:22,Audio,COC0000046,Intact,004d3c5b9964578f0f3b5a0af278a3cabbd16ce12fe160b2e521cca292418941,004d3c5b9964578f0f3b5a0af278a3cabbd16ce12fe160b2e521cca292418941
EL00000047,EVD0000047,C005477,CASE,C005477,ASSOCIATED_WITH_CASE,1.0,SYNTH_LOCATION_SYSTEM,2021-10-30 06:41:35,FIR,COC0000047,Intact,332c2b11a29ac67c4928374ea2b2502b2206d1345bd0b8e7abb80c6dcc9d1d04,332c2b11a29ac67c4928374ea2b2502b2206d1345bd0b8e7abb80c6dcc9d1d04
EL00000048,EVD0000048,C002000,CASE,C002000,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2026-08-02 21:34:00,CDR,COC0000048,Intact,2b0db75d4a11045fa10acac1f2a1563645b21838f2772ccf614af82b12becd46,2b0db75d4a11045fa10acac1f2a1563645b21838f2772ccf614af82b12becd46
EL00000049,EVD0000049,C004858,CASE,C004858,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2019-01-03 12:02:36,Audio,COC0000049,Intact,24fe53349947c1a850b80d6df221f2d4e29d0f4ea1ed87e3e6d55c03ca5ff786,24fe53349947c1a850b80d6df221f2d4e29d0f4ea1ed87e3e6d55c03ca5ff786
EL00000050,EVD0000050,C006025,CASE,C006025,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2020-05-13 18:01:14,CDR,COC0000050,Intact,750e1dc192d193e6bffd472326cf6d5ee72a3e955385257ebeb534ac6145c14d,750e1dc192d193e6bffd472326cf6d5ee72a3e955385257ebeb534ac6145c14d
EL00000051,EVD0000051,C009609,CASE,C009609,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2024-11-24 07:19:02,FinancialRecord,COC0000051,Intact,f127ce6a456d96f8016eca447bc826288232552d59da5b2c250e45a4276c213a,f127ce6a456d96f8016eca447bc826288232552d59da5b2c250e45a4276c213a
EL00000052,EVD0000052,C008835,CASE,C008835,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2025-04-02 09:26:55,CDR,COC0000052,Intact,b3ec4ea7967227f52251d2b2f4698a88155d693d614575ece23c1cf85fdeb669,b3ec4ea7967227f52251d2b2f4698a88155d693d614575ece23c1cf85fdeb669
EL00000053,EVD0000053,C009392,CASE,C009392,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2024-09-26 22:11:04,VehicleRecord,COC0000053,Intact,17ea42b2ffe1b65d0339469debf7c653c9f623155de88f5513c35706aebe7d01,17ea42b2ffe1b65d0339469debf7c653c9f623155de88f5513c35706aebe7d01
EL00000054,EVD0000054,C000844,CASE,C000844,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2022-06-16 11:42:30,LocationRecord,COC0000054,Intact,2e059a56f0f6f5508c0a066e8f65aae8f82294a55a8e322fb56b34f8e496dc31,2e059a56f0f6f5508c0a066e8f65aae8f82294a55a8e322fb56b34f8e496dc31
EL00000055,EVD0000055,C003835,CASE,C003835,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2019-11-25 00:57:59,CCTV,COC0000055,Intact,1ffe7118988fba5d541f1bea79819cae0eb2d37844962309bc4c90edf8243fd3,1ffe7118988fba5d541f1bea79819cae0eb2d37844962309bc4c90edf8243fd3
EL00000056,EVD0000056,C007338,CASE,C007338,ASSOCIATED_WITH_CASE,1.0,SYNTH_LOCATION_SYSTEM,2023-08-21 03:18:44,CCTV,COC0000056,Intact,d7fb11d99ee0e311bcddc933f10a950a72b257af682c6c677a90d59ac7d177d2,d7fb11d99ee0e311bcddc933f10a950a72b257af682c6c677a90d59ac7d177d2
EL00000057,EVD0000057,C005633,CASE,C005633,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2019-11-27 06:15:22,VehicleRecord,COC0000057,Intact,a7b98607af67cdac9e29883a9b3a7293b62414da84dec6176399ca39c6ba96c1,a7b98607af67cdac9e29883a9b3a7293b62414da84dec6176399ca39c6ba96c1
EL00000058,EVD0000058,C009499,CASE,C009499,ASSOCIATED_WITH_CASE,1.0,SYNTH_BANK_SYSTEM,2023-01-08 07:37:58,Image,COC0000058,Intact,4708cb16149326707d14f6e792038ad58f384c404efdd598ded44599e70bc208,4708cb16149326707d14f6e792038ad58f384c404efdd598ded44599e70bc208
EL00000059,EVD0000059,C006409,CASE,C006409,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-09-01 19:32:21,FinancialRecord,COC0000059,Intact,4e1bf935a253ad2561ebb5705e516b6411823d94f99a6ea96d5453a1bd2d3fc6,4e1bf935a253ad2561ebb5705e516b6411823d94f99a6ea96d5453a1bd2d3fc6
EL00000060,EVD0000060,C005316,CASE,C005316,ASSOCIATED_WITH_CASE,1.0,SYNTH_LOCATION_SYSTEM,2025-09-22 11:23:24,CDR,COC0000060,Intact,93bdd56564873fadf5d432bdabbc643beea07274813f57bc27b67d7cd80edb8a,93bdd56564873fadf5d432bdabbc643beea07274813f57bc27b67d7cd80edb8a
EL00000061,EVD0000061,C007111,CASE,C007111,ASSOCIATED_WITH_CASE,1.0,SYNTH_BANK_SYSTEM,2022-08-01 23:47:06,Image,COC0000061,Intact,7047eac252d1304dcc7d0030ec44c03d7a9f01ff8a4ce3c254e61845badf180b,7047eac252d1304dcc7d0030ec44c03d7a9f01ff8a4ce3c254e61845badf180b
EL00000062,EVD0000062,C001785,CASE,C001785,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2022-12-27 15:12:43,CCTV,COC0000062,Intact,c5ac5e2958de71640991ae899f489506d2f19fb3fe6bf2d1651241ae18f33a76,c5ac5e2958de71640991ae899f489506d2f19fb3fe6bf2d1651241ae18f33a76
EL00000063,EVD0000063,C007655,CASE,C007655,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2024-02-01 22:14:37,VehicleRecord,COC0000063,Intact,0f2b020e9316b664735bd7406b24fbe434ad87aa5f89562b2f56b4e62d7bf1e6,0f2b020e9316b664735bd7406b24fbe434ad87aa5f89562b2f56b4e62d7bf1e6
EL00000064,EVD0000064,C006670,CASE,C006670,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2025-06-23 18:25:21,LocationRecord,COC0000064,Intact,b5abd85b6df3aa269bdd8a57b32b0e97592c6487f3d6b9af0896a1f70c560734,b5abd85b6df3aa269bdd8a57b32b0e97592c6487f3d6b9af0896a1f70c560734
EL00000065,EVD0000065,C001922,CASE,C001922,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2025-08-30 13:05:17,Report,COC0000065,Intact,55e67213e1f2045f75a416facf7a05bb274163cb258fbc812a395e6f915c4712,55e67213e1f2045f75a416facf7a05bb274163cb258fbc812a395e6f915c4712
EL00000066,EVD0000066,C000815,CASE,C000815,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2024-05-27 03:35:21,LocationRecord,COC0000066,Intact,665bd3e08850f5c6e6b535cfc99fdc711500376f7a9672bfa230313adbeef5fa,665bd3e08850f5c6e6b535cfc99fdc711500376f7a9672bfa230313adbeef5fa
EL00000067,EVD0000067,C008566,CASE,C008566,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2020-08-18 10:58:37,FinancialRecord,COC0000067,Intact,7c3d65e6e2606e263a184ca56f42533fbb90aa6e0f3245111b32bd331c38efc4,7c3d65e6e2606e263a184ca56f42533fbb90aa6e0f3245111b32bd331c38efc4
EL00000068,EVD0000068,C005519,CASE,C005519,ASSOCIATED_WITH_CASE,1.0,SYNTH_CDR_SYSTEM,2021-03-03 01:42:35,Document,COC0000068,Intact,ad97f0001d75a656f1a7bac9a84022e3ddfe7fa94e7da18d97dba07021cdbed4,ad97f0001d75a656f1a7bac9a84022e3ddfe7fa94e7da18d97dba07021cdbed4
EL00000069,EVD0000069,C006893,CASE,C006893,ASSOCIATED_WITH_CASE,1.0,SYNTH_CCTV_SYSTEM,2025-05-23 16:26:00,FIR,COC0000069,Intact,7a1b162911b304cc104f180b3212e0ffa268f9183b69cb7b911b97823f6e1b7f,7a1b162911b304cc104f180b3212e0ffa268f9183b69cb7b911b97823f6e1b7f
EL00000070,EVD0000070,C006620,CASE,C006620,ASSOCIATED_WITH_CASE,1.0,SYNTH_RTO_SYSTEM,2020-08-27 22:45:52,FIR,COC0000070,Intact,0a2b2efc6feb82e499b41c5c86d6d54ae164310486f8ef88118106fcd3ae1612,0a2b2efc6feb82e499b41c5c86d6d54ae164310486f8ef88118106fcd3ae1612
EL00000071,EVD0000071,C005732,CASE,C005732,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2020-06-26 08:36:02,Document,COC0000071,Intact,8333c6ee2538840825c9d6772c3827243409e605bd8615bbf1efcec9dbe3c94b,8333c6ee2538840825c9d6772c3827243409e605bd8615bbf1efcec9dbe3c94b
EL00000072,EVD0000072,C001152,CASE,C001152,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2023-01-01 19:43:19,Report,COC0000072,Intact,a6a27d1d4f1c324fb497ea21691fb92dbea2d89178ff483c8c16560eba2fea86,a6a27d1d4f1c324fb497ea21691fb92dbea2d89178ff483c8c16560eba2fea86
EL00000073,EVD0000073,C005294,CASE,C005294,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2023-10-02 12:40:27,LocationRecord,COC0000073,Intact,fb9bb032ca7923bc48b716a0e0372d970e1f95ff481c84cd1ca36d3120f8591a,fb9bb032ca7923bc48b716a0e0372d970e1f95ff481c84cd1ca36d3120f8591a
EL00000074,EVD0000074,C000162,CASE,C000162,ASSOCIATED_WITH_CASE,1.0,SYNTH_DOCUMENT_SYSTEM,2023-06-09 15:54:16,FinancialRecord,COC0000074,Intact,84dc9bf4042363c4a8de9ed6879baabf809a1f804eef0d40023808128fdf608d,84dc9bf4042363c4a8de9ed6879baabf809a1f804eef0d40023808128fdf608d
EL00000075,EVD0000075,C008058,CASE,C008058,ASSOCIATED_WITH_CASE,1.0,SYNTH_LOCATION_SYSTEM,2021-04-03 20:56:05,FIR,COC0000075,Intact,bc67c9c88a49f4ffb4ce10be0d51ace518256fbce864c49fada47cca8b99b34c,bc67c9c88a49f4ffb4ce10be0d51ace518256fbce864c49fada47cca8b99b34c
EL00000076,EVD0000076,C008919,CASE,C008919,ASSOCIATED_WITH_CASE,1.0,SYNTH_POLICE_RECORDS,2019-05-15 09:19:11,CCTV,COC0000076,Intact,0ebc5a9caa1cc50b9bd1600dc558c73f9764ce0d58c13811b85dd52091e5cf01,0ebc5a9caa1cc50b9bd1600dc558c73f9764ce0d58c13811b85dd52091e5cf01
EL00000077,EVD0000077,C009886,CASE,C009886,ASSOCIATED_WITH_CASE,1.0,SYNTH_LOCATION_SYSTEM,2023-03-08 21:34:20,CCTV,COC0000077,Intact,4663c980444ba2118ab0a92fea13eb0b0e7937222e0fcda8d7c0ce11b3d10e4c,4663c980444ba2118ab0a92fea13eb0b0e7937222e0fcda8d7c0ce11b3d10e4c
